cs1_site,cs1_siteName,cs1_product,cs1_productName,cs1_year,cs1_yearName,cs1_number_of_classes,cs1_courseaId,statecode,Value,statuscode,Value,cs1_status,value,cs1_name,cs1_code,CreatedOn,cs1_startdate,cs1_enddate
446B4378-9650-E911-9027-00505697537D,אשקלון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,AB28E7A5-29B1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 אשקלון,502255600,2023-02-20 14:19:56.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
27D74FAF-B386-E011-942D-005056BD3748,אשדוד,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,D36E22B3-29B1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 אשדוד,503241300,2023-02-20 14:20:22.000,2024-02-28 22:00:00.000,2024-08-29 21:00:00.000
446B4378-9650-E911-9027-00505697537D,אשקלון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,8E2D93D4-29B1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 אשקלון,503245600,2023-02-20 14:21:15.000,2024-02-28 22:00:00.000,2024-08-29 21:00:00.000
2D4C9318-5E5A-E711-A4E6-0050569937A8,גני תקווה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,8F2D93D4-29B1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 גני תקווה,502255000,2023-02-20 14:21:19.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
C746C8EA-B386-E011-942D-005056BD3748,חיפה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,00724107-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 חיפה,502250800,2023-02-20 14:22:45.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
EE0B8076-F270-E011-A41E-005056BD3748,ירושלים,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,2F2B6A28-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 ירושלים,502250900,2023-02-20 14:23:35.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
EE0B8076-F270-E011-A41E-005056BD3748,ירושלים,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,91C4A037-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 ירושלים,503240900,2023-02-20 14:24:00.000,2024-02-29 22:00:00.000,2024-08-30 21:00:00.000
CAF39B86-F270-E011-A41E-005056BD3748,כפר סבא,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,42EFD95A-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 כפר סבא,503240700,2023-02-20 14:25:05.000,2024-02-29 22:00:00.000,2024-08-30 21:00:00.000
C746C8EA-B386-E011-942D-005056BD3748,חיפה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,A15E1478-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 חיפה,502250800,2023-02-20 14:25:48.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
CD74585B-47CB-E611-A6A0-0050569937A8,כרמיאל,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,11966682-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 כרמיאל,503244600,2023-02-20 14:26:06.000,2024-02-29 22:00:00.000,2024-08-30 21:00:00.000
0758F5D0-682F-E911-AD77-00505697537D,נהריה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,EE0B70BD-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 נהריה,503241700,2023-02-20 14:27:45.000,2024-02-29 22:00:00.000,2024-08-30 21:00:00.000
2EFCF004-A870-E011-A41E-005056BD3748,ראשון לציון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,521097CD-2AB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 ראשון לציון,503240300,2023-02-20 14:28:21.000,2024-02-29 22:00:00.000,2024-08-30 21:00:00.000
0758F5D0-682F-E911-AD77-00505697537D,נהריה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,FB98D398-2BB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 נהריה,502251700,2023-02-20 14:33:53.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
2168DCEA-8AD5-E611-A6A0-0050569937A8,נתניה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,B3B707C0-2BB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 נתניה,502254700,2023-02-20 14:35:03.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
769D5DED-FC18-E111-B8F6-005056BD3748,עפולה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,367744FA-2BB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 עפולה,502251600,2023-02-20 14:36:36.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
EF0B8076-F270-E011-A41E-005056BD3748,פתח תקווה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,7249B838-2CB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 פתח תקווה,502250600,2023-02-20 14:38:25.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
2EFCF004-A870-E011-A41E-005056BD3748,ראשון לציון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,3ABE9757-2CB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 ראשון לציון,502250300,2023-02-20 14:39:13.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,7F4E1AD1-5992-EC11-A8C8-00505697537D,אביב פס' 2025,,ED319F90-2CB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - אביב פס' 2025 @home,502250000,2023-02-20 14:40:49.000,2024-12-31 00:00:00.000,2025-03-31 00:00:00.000
2A728C40-B473-E811-B9FF-00505697537D,"ת""א - נאות אפקה",A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,83EEE2CA-2CB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"פסיכומטרי - חורף פס' 2024 ת""א - נאות אפקה",505245200,2023-02-20 14:42:26.000,2024-04-30 00:00:00.000,2024-12-30 22:00:00.000
446B4378-9650-E911-9027-00505697537D,אשקלון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,86A38812-2DB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 אשקלון,505245600,2023-02-20 14:44:27.000,2024-08-31 00:00:00.000,2024-12-31 00:00:00.000
CBF39B86-F270-E011-A41E-005056BD3748,באר שבע,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,F0C9CE27-2EB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 באר שבע,505241000,2023-02-20 14:52:13.000,2024-08-31 00:00:00.000,2024-12-31 00:00:00.000
EE0B8076-F270-E011-A41E-005056BD3748,ירושלים,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,F67B434F-2EB1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 ירושלים,505240900,2023-02-20 14:53:25.000,2024-08-31 00:00:00.000,2024-12-31 00:00:00.000
2A728C40-B473-E811-B9FF-00505697537D,"ת""א - נאות אפקה",A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,91D7129E-A4B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"פסיכומטרי - סתיו פס' 2024 ת""א - נאות אפקה",504245200,2023-02-27 13:42:47.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
27D74FAF-B386-E011-942D-005056BD3748,אשדוד,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,ED3992C8-A4B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 אשדוד,504241300,2023-02-27 13:44:05.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
446B4378-9650-E911-9027-00505697537D,אשקלון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,4463AAE0-A4B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 אשקלון,504245600,2023-02-27 13:44:38.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
8CEB78FB-A770-E011-A41E-005056BD3748,הרצליה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,56139904-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 הרצליה,504240200,2023-02-27 13:45:48.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
541286E3-B386-E011-942D-005056BD3748,חדרה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,C860B81C-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 חדרה,504241400,2023-02-27 13:46:22.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
CD74585B-47CB-E611-A6A0-0050569937A8,כרמיאל,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,BD39AC34-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 כרמיאל,504244600,2023-02-27 13:47:06.000,2023-12-30 22:00:00.000,2024-12-28 22:00:00.000
26B9F470-1E43-E411-A909-005056BD5C9D,מודיעין,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,FBFABF46-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 מודיעין,504243500,2023-02-27 13:47:37.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
0758F5D0-682F-E911-AD77-00505697537D,נהריה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,3FEBED58-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 נהריה,504241700,2023-02-27 13:48:04.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
2168DCEA-8AD5-E611-A6A0-0050569937A8,נתניה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,B8CEF470-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 נתניה,504244700,2023-02-27 13:48:41.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
769D5DED-FC18-E111-B8F6-005056BD3748,עפולה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,29E2EE7C-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 עפולה,504241600,2023-02-27 13:49:02.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
2EFCF004-A870-E011-A41E-005056BD3748,ראשון לציון,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,5349DF88-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 ראשון לציון,504240300,2023-02-27 13:49:26.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
AC84A91C-1817-E411-A08B-005056BD5C9D,רחובות,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,FC3FFBA6-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 רחובות,504243100,2023-02-27 13:50:20.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,E1AF5D9D-AF77-EC11-A8C8-00505697537D,סתיו פס' 2024,,750530B9-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - סתיו פס' 2024 @home,504240000,2023-02-27 13:50:46.000,2023-12-28 22:00:00.000,2024-12-28 22:00:00.000
CAF39B86-F270-E011-A41E-005056BD3748,כפר סבא,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,DAA7C6EF-A5B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 כפר סבא,505240700,2023-02-27 13:52:19.000,2024-04-29 21:00:00.000,2024-12-30 22:00:00.000
CD74585B-47CB-E611-A6A0-0050569937A8,כרמיאל,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,2429BB01-A6B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 כרמיאל,505244600,2023-02-27 13:52:52.000,2024-04-29 21:00:00.000,2024-12-29 22:00:00.000
0758F5D0-682F-E911-AD77-00505697537D,נהריה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,E872B119-A6B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 נהריה,505241700,2023-02-27 13:53:28.000,2024-04-29 21:00:00.000,2024-12-29 22:00:00.000
2168DCEA-8AD5-E611-A6A0-0050569937A8,נתניה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,EDA5FB2B-A6B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 נתניה,505244700,2023-02-27 13:54:04.000,2024-04-29 21:00:00.000,2024-12-29 22:00:00.000
769D5DED-FC18-E111-B8F6-005056BD3748,עפולה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,F3A30A3E-A6B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 עפולה,505241600,2023-02-27 13:54:26.000,2024-04-29 21:00:00.000,2024-12-29 22:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BE045B55-2A87-EC11-A8C8-00505697537D,חורף פס' 2024,,2906F955-A6B6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2024 @home,505240000,2023-02-27 13:55:05.000,2024-04-29 21:00:00.000,2024-12-29 22:00:00.000
2EFCF004-A870-E011-A41E-005056BD3748,ראשון לציון,9C7E1F52-94D1-EA11-81AC-00505697537D,מיי גבע 5 יח' מתמטיקה,245DDC1A-5535-EC11-94F7-00505697537D,קיץ בג' 2023,,827F2451-AAB6-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מיי גבע 5 יח' מתמטיקה - קיץ בג' 2023 ראשון לציון,646230300,2023-02-27 14:23:40.000,2022-09-29 21:00:00.000,2023-09-29 21:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",51CA2D4F-8287-E011-942D-005056BD3748,מכינה מתמטיקה 5,B9F4E7D3-AE7E-EC11-A8C8-00505697537D,חורף בג' 2024,2,910A9260-5CBB-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"מכינה מתמטיקה 5 - חורף בג' 2024 ת""א - מגדלי אלון",997245100,2023-03-05 13:48:16.000,2023-07-31 21:00:00.000,2023-08-27 21:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",CA40E198-5D87-E011-942D-005056BD3748,מתמטיקה 4,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,3,387BEE13-6CC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,,,"מתמטיקה 4 - קיץ בג' 2024 ת""א - מגדלי אלון",116245100,2023-03-13 06:55:46.000,2024-02-04 00:00:00.000,2024-07-01 00:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",88AF9DA6-5F87-E011-942D-005056BD3748,היסטוריה 3 השלמה,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,A840A7DF-6CC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"היסטוריה 3 השלמה - קיץ בג' 2024 ת""א - מגדלי אלון",626245100,2023-03-13 07:01:28.000,2024-02-08 00:00:00.000,2024-07-01 00:00:00.000
2EFCF004-A870-E011-A41E-005056BD3748,ראשון לציון,83CA2D4F-8287-E011-942D-005056BD3748,מתמטיקה 5,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,AF4AC198-6DC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מתמטיקה 5 - קיץ בג' 2024 ראשון לציון,126240300,2023-03-13 07:06:38.000,2024-02-04 00:00:00.000,2024-07-01 00:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",00EC817D-6187-E011-942D-005056BD3748,"תנ""ך 3",AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,099BF2A9-6DC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"תנ""ך 3 - קיץ בג' 2024 ת""א - מגדלי אלון",416245100,2023-03-13 07:07:07.000,2024-02-07 00:00:00.000,2024-07-01 00:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,22FCDB74-D023-E111-AE1B-005056BD5C9D,מכינה מתמטיקה 4,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,E9F9B991-6EC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מכינה מתמטיקה 4 - קיץ בג' 2024 @home,976240000,2023-03-13 07:13:41.000,2023-12-31 22:00:00.000,2024-07-30 21:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",BE5D9626-5F87-E011-942D-005056BD3748,ספרות 3,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,754F8D79-6FC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"ספרות 3 - קיץ בג' 2024 ת""א - מגדלי אלון",316245100,2023-03-13 07:20:13.000,2024-02-06 00:00:00.000,2024-07-01 00:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",A042C4C0-ABAE-E811-8A51-00505697537D,מכינה פיסיקה,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,983140F9-6FC1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"מכינה פיסיקה - קיץ בג' 2024 ת""א - מגדלי אלון",896245100,2023-03-13 07:23:39.000,2024-02-06 00:00:00.000,2024-07-01 00:00:00.000
CAF39B86-F270-E011-A41E-005056BD3748,כפר סבא,51CA2D4F-8287-E011-942D-005056BD3748,מכינה מתמטיקה 5,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,7008592A-70C1-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מכינה מתמטיקה 5 - קיץ בג' 2024 כפר סבא,996240700,2023-03-13 07:25:01.000,2023-12-31 22:00:00.000,2024-06-30 21:00:00.000
CAF39B86-F270-E011-A41E-005056BD3748,כפר סבא,83CA2D4F-8287-E011-942D-005056BD3748,מתמטיקה 5,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,191B3383-70C1-ED11-9123-00505697537D,0,פעיל,1,פעיל,,,מתמטיקה 5 - קיץ בג' 2024 כפר סבא,126240700,2023-03-13 07:27:31.000,2024-02-04 00:00:00.000,2024-07-01 00:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,51CA2D4F-8287-E011-942D-005056BD3748,מכינה מתמטיקה 5,AE342B80-6C6D-EC11-A8C8-00505697537D,קיץ בג' 2024,1,245FAB59-77C1-ED11-9123-00505697537D,0,פעיל,1,פעיל,,,מכינה מתמטיקה 5 - קיץ בג' 2024 @home,996240000,2023-03-13 08:16:27.000,2023-12-31 22:00:00.000,2024-06-30 21:00:00.000
EE0B8076-F270-E011-A41E-005056BD3748,ירושלים,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,98E96B8C-AB22-ED11-9F15-00505697537D,חורף פס' 2026,,275E95B6-AECB-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - חורף פס' 2026 ירושלים,505260900,2023-03-26 08:18:07.000,2025-12-30 22:00:00.000,2026-04-29 21:00:00.000
CAF39B86-F270-E011-A41E-005056BD3748,כפר סבא,83CA2D4F-8287-E011-942D-005056BD3748,מתמטיקה 5,10A64E75-148F-EC11-A8C8-00505697537D,חורף בג' 2025,,0863F5E6-2CCD-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מתמטיקה 5 - חורף בג' 2025 כפר סבא,127250700,2023-03-28 05:53:46.000,2025-07-31 21:00:00.000,2026-01-31 22:00:00.000
8CEB78FB-A770-E011-A41E-005056BD3748,הרצליה,A29C36C3-6187-E011-942D-005056BD3748,פסיכומטרי,BEBD1FBA-6C56-EC11-A8C8-00505697537D,קיץ פס' 2024,,20693D96-BDD2-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,פסיכומטרי - קיץ פס' 2024 הרצליה,503240200,2023-04-04 07:52:11.000,2024-02-28 22:00:00.000,2024-08-29 21:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,E617975E-D123-E111-AE1B-005056BD5C9D,מכינה פסיכומטרי,CC4ACD65-DA93-EC11-A8C8-00505697537D,חורף פס' 2023,2,8F4EEA19-53DC-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מכינה פסיכומטרי - חורף פס' 2023 @home,515230000,2023-04-16 12:35:05.000,2023-07-30 21:00:00.000,2023-08-27 21:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",83CA2D4F-8287-E011-942D-005056BD3748,מתמטיקה 5,10A64E75-148F-EC11-A8C8-00505697537D,חורף בג' 2025,,9C4DE581-6BDF-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"מתמטיקה 5 - חורף בג' 2025 ת""א - מגדלי אלון",127255100,2023-04-20 11:07:19.000,2025-07-31 21:00:00.000,2026-01-31 22:00:00.000
08C74B2E-B473-E811-B9FF-00505697537D,"ת""א - מגדלי אלון",CA40E198-5D87-E011-942D-005056BD3748,מתמטיקה 4,4CCC1312-7382-EC11-A8C8-00505697537D,קיץ בג' 2025,,8C8A8A1E-F3E7-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,"מתמטיקה 4 - קיץ בג' 2025 ת""א - מגדלי אלון",116255100,2023-05-01 07:38:13.000,2025-02-03 22:00:00.000,2025-06-30 21:00:00.000
CE4AA9DF-B8E1-E011-8DD2-005056BD3748,@home,22FCDB74-D023-E111-AE1B-005056BD5C9D,מכינה מתמטיקה 4,4CCC1312-7382-EC11-A8C8-00505697537D,קיץ בג' 2025,,5A3CA84D-F3E7-ED11-9123-00505697537D,0,פעיל,1,פעיל,861650000,ייצוגי,מכינה מתמטיקה 4 - קיץ בג' 2025 @home,976250000,2023-05-01 07:39:38.000,2024-12-31 22:00:00.000,2025-07-30 21:00:00.000
